Model;Link;Price usd($);Price UAH;City
Volvo XC90 2021Momentum B5 2.0 8AT (249 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1854901.html;64 460 $;1 743 514 грн;Полтава
Volvo XC90 2021Inscription B5 2.0 8AT (249 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1859425.html;72 902 $;1 971 842 грн;Полтава
Volvo XC40 2020Momentum Pro D3 2.0 AT (150 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc40-1854776.html;45 976 $;1 243 547 грн;Полтава
Volvo XC90 2021Inscription B5 2.0 8AT (249 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1859488.html;76 175 $;2 060 371 грн;Полтава
Volvo XC90 2020KERS Momentum Pro B5 2.0D 8AT (235 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1856667.html;68 144 $;1 843 157 грн;Днепр (Днепропетровск)
Volvo XC90 2020Momentum B5 2.0 8AT (249 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1849513.html;68 145 $;1 843 189 грн;Херсон
Volvo XC40 2021R-Design B4 2.0 AT (197 л.с.) MHEV AWD;https://auto.ria.com/newauto/auto-volvo-xc40-1855014.html;54 570 $;1 476 016 грн;Полтава
Volvo XC90 2021Momentum B5 2.0 8AT (249 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1861659.html;62 082 $;1 782 274 грн;Чубинское
Volvo XC90 2021Momentum B5 2.0 8AT (249 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1852030.html;62 046 $;1 781 260 грн;Чубинское
Volvo XC90 2020KERS Inscription B5 2.0D 8AT (235 л.с.) AWD;https://auto.ria.com/newauto/auto-volvo-xc90-1851265.html;73 172 $;2 100 670 грн;Чубинское
Volvo XC90 2020R-Design T8 2.0 AT (390 л.с.) Hybrid AWD 7s;https://auto.ria.com/newauto/auto-volvo-xc90-1855081.html;76 265 $;2 189 463 грн;Чубинское
