Model;Link;Price usd($);Price UAH;City
Hyundai Elantra 2021Comfort 1.6 MPi MT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1859452.html;22 061 $;596 700 грн;Запорожье
Hyundai i30 2021Style 1.5 DPi AT (110 л.с.);https://auto.ria.com/newauto/auto-hyundai-i30-1858499.html;22 638 $;612 300 грн;Луцк
Hyundai Tucson 2021Elegance 1.6 CRDi 7DCT (136 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1856705.html;37 348 $;1 010 200 грн;Луцк
Hyundai i30 2021Classic 1.5 DPi AT (110 л.с.);https://auto.ria.com/newauto/auto-hyundai-i30-1857389.html;19 103 $;516 700 грн;Сумы
Hyundai H1 пасс. 2021Comfort 2.5 CRDi МТ (136 л.с.) (8s);https://auto.ria.com/newauto/auto-hyundai-h1-pass-1851566.html;33 393 $;945 000 грн;Киев
Hyundai i30 2021Comfort 1.5 DPi AT (110 л.с.);https://auto.ria.com/newauto/auto-hyundai-i30-1860309.html;20 623 $;557 800 грн;Черкассы
Hyundai Santa FE 2021Top SE 2.2 CRDi 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1857058.html;57 616 $;1 558 400 грн;Ивано-Франковск
Hyundai Tucson 2021Dynamic 2.0 MPi AT (156 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1858432.html;29 100 $;787 100 грн;Черкассы
Hyundai Tucson 2021Elegance 1.6 T-GDi HEV AT (230 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1860877.html;39 984 $;1 081 500 грн;Ивано-Франковск
Hyundai Palisade 2021Premium 2.2 VGT CRDi AT (200 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-palisade-1857303.html;61 650 $;1 667 500 грн;Киев
Hyundai Santa FE 2021Top 2.2 CRDi 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1857817.html;56 311 $;1 523 100 грн;Киев
Hyundai Elantra 2021Style 1.6 MPi AT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1860070.html;26 117 $;706 400 грн;Чернигов
Hyundai Elantra 2021Comfort 1.6 MPi AT (127 л.с.);https://auto.ria.com/newauto/auto-hyundai-elantra-1857266.html;23 381 $;632 400 грн;Киев
Hyundai Tucson 2021Dynamic 2.0 MPi AT (156 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-tucson-1858617.html;30 864 $;834 800 грн;Киев
Hyundai Tucson 2021Dynamic 1.6 CRDi 7DCT (136 л.с.);https://auto.ria.com/newauto/auto-hyundai-tucson-1857964.html;32 834 $;888 100 грн;Сумы
Hyundai Palisade 2021Executive 2.2 VGT CRDi AT (200 л.с.) 4WD;https://auto.ria.com/newauto/auto-hyundai-palisade-1856035.html;56 012 $;1 515 000 грн;Киев
Hyundai H1 пасс. 2020Comfort 2.5 CRDi МТ (136 л.с.) (8s);https://auto.ria.com/newauto/auto-hyundai-h1-pass-1864365.html;33 740 $;912 600 грн;Тернополь
Hyundai H1 пасс. 2021Comfort 2.5 CRDi МТ (136 л.с.) (8s);https://auto.ria.com/newauto/auto-hyundai-h1-pass-1864366.html;34 938 $;945 000 грн;Тернополь
Hyundai Santa FE 2021Top 2.2 CRDi Smartstream 8DCT (202 л.с.) AWD;https://auto.ria.com/newauto/auto-hyundai-santa-fe-1864357.html;56 311 $;1 523 100 грн;Тернополь
