Model;Link;Price usd($);Price UAH;City
Mercedes-Benz Vito пасс. 2021base 114 CDI MT (136 л.с.) Tourer Pro Long;https://auto.ria.com/newauto/auto-mercedes-benz-vito-pass-1856082.html;43 209 $;1 168 711 грн;Днепр (Днепропетровск)
Mercedes-Benz E-Class 2021Individual 220d 9G-Tronic (194 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-e-class-1862149.html;74 338 $;2 010 693 грн;Днепр (Днепропетровск)
Mercedes-Benz S-Class 2021580 9G-Tronic (496 л.с.) Long 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1861561.html;211 922 $;5 732 068 грн;Киев
Mercedes-Benz Vito груз. 2020109 CDI MT (88 л.с.) Long;https://auto.ria.com/newauto/auto-mercedes-benz-vito-gruz-1863243.html;30 245 $;818 066 грн;Львов
Mercedes-Benz AMG GT 2021Mercedes-AMG GT4 43 AT (367 л.с.) 4Matic+;https://auto.ria.com/newauto/auto-mercedes-benz-amg-gt-1835832.html;176 602 $;4 776 718 грн;Киев
Mercedes-Benz S-Class 2020500 9G-Tronic (435 л.с.) Long 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-s-class-1854402.html;178 840 $;4 837 255 грн;Харьков
Mercedes-Benz GLS-Class 2021AMG 63 AT (612 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gls-class-1863454.html;259 016 $;7 005 868 грн;Киев
Mercedes-Benz V-Class 2020AMG Style 300d AT (239 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-v-class-1835916.html;341 431 $;9 235 018 грн;Киев
Mercedes-Benz G-Class 2021400d AT (330 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1819162.html;198 448 $;5 367 634 грн;Киев
Mercedes-Benz G-Class 2021AMG 63 G-Ttonic (575 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1805529.html;271 183 $;7 334 954 грн;Киев
Mercedes-Benz G-Class 2021Individual 700 Brabus G-Ttonic (700 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1832933.html;388 526 $;10 508 850 грн;Киев
Mercedes-Benz G-Class 2021500 AT (422 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1836160.html;211 922 $;5 732 068 грн;Киев
Mercedes-Benz C-Class 2018C 220d АТ (170 л.с.);https://auto.ria.com/newauto/auto-mercedes-benz-c-class-1846021.html;49 345 $;1 334 688 грн;Львов
Mercedes-Benz GLE-Class 2021Coupe 400d AT (330 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-gle-class-1863532.html;120 889 $;3 269 813 грн;Киев
Mercedes-Benz G-Class 2021Individual Brabus G800 G-Ttonic (800 л.с.) 4Matic;https://auto.ria.com/newauto/auto-mercedes-benz-g-class-1837989.html;506 261 $;13 693 350 грн;Киев
