Model;Link;Price usd($);Price UAH;City
Mazda CX-5 2021Top 2.5 SkyActiv-G AT (194 л.с.) 4WD;https://auto.ria.com/newauto/auto-mazda-cx-5-1856807.html;41 763 $;1 129 600 грн;Харьков
Mazda CX-3 2021Style + 2.0 SkyActiv-G АТ (121 л.с.);https://auto.ria.com/newauto/auto-mazda-cx-3-1852128.html;28 357 $;767 000 грн;Харьков
Mazda CX-9 2021Top 2.5 АТ (231 л.с.) AWD;https://auto.ria.com/newauto/auto-mazda-cx-9-1859818.html;56 137 $;1 518 400 грн;Киев
Mazda CX-5 2021Touring S 2.0 SkyActiv-G AT (165 л.с.) 2WD;https://auto.ria.com/newauto/auto-mazda-cx-5-1863783.html;29 906 $;808 900 грн;Черкассы
Mazda 6 2021Touring 2.0 AТ (165 л.с.);https://auto.ria.com/newauto/auto-mazda-6-1860011.html;27 322 $;739 000 грн;Харьков
Mazda 6 2021Touring 2.0 AТ (165 л.с.);https://auto.ria.com/newauto/auto-mazda-6-1859958.html;27 322 $;739 000 грн;Харьков
Mazda MX-5 2021Top 2.0 SkyActiv-G AT (184 л.с.);https://auto.ria.com/newauto/auto-mazda-mx-5-1860002.html;42 055 $;1 137 500 грн;Харьков
Mazda 6 2021Touring 2.0 AТ (165 л.с.);https://auto.ria.com/newauto/auto-mazda-6-1855326.html;27 322 $;739 000 грн;Киев
Mazda CX-5 2021Touring 2.0 SkyActiv-G AT (165 л.с.) 4WD;https://auto.ria.com/newauto/auto-mazda-cx-5-1855809.html;31 692 $;857 200 грн;Киев
Mazda CX-30 2021Premium 2.0 SkyActive AT (150 л.с.);https://auto.ria.com/newauto/auto-mazda-cx-30-1855798.html;33 326 $;901 400 грн;Киев
Mazda CX-30 2021Premium 2.0 SkyActive AT (150 л.с.);https://auto.ria.com/newauto/auto-mazda-cx-30-1856812.html;33 326 $;901 400 грн;Харьков
Mazda CX-5 2021Black Edition 2.0 SkyActiv-G AT (165 л.с.) 2WD;https://auto.ria.com/newauto/auto-mazda-cx-5-1855329.html;30 572 $;826 900 грн;Киев
Mazda CX-5 2021Top 2.5 SkyActiv-G AT (194 л.с.) 4WD;https://auto.ria.com/newauto/auto-mazda-cx-5-1861724.html;42 428 $;1 147 600 грн;Одесса
Mazda CX-9 2021Top 2.5 АТ (231 л.с.) AWD;https://auto.ria.com/newauto/auto-mazda-cx-9-1847740.html;56 137 $;1 518 400 грн;Киев
Mazda CX-5 2021Touring Black Edition 2.0 SkyActiv-G AT (165 л.с.) 4WD;https://auto.ria.com/newauto/auto-mazda-cx-5-1859757.html;33 208 $;898 200 грн;Киев
Mazda CX-30 2021Style 2.0 SkyActive AT (150 л.с.);https://auto.ria.com/newauto/auto-mazda-cx-30-1858916.html;27 969 $;756 500 грн;Одесса
Mazda CX-30 2021Style 2.0 SkyActive AT (150 л.с.);https://auto.ria.com/newauto/auto-mazda-cx-30-1842991.html;27 969 $;756 500 грн;Днепр (Днепропетровск)
Mazda CX-30 2021Premium 2.0 SkyActive AT (150 л.с.);https://auto.ria.com/newauto/auto-mazda-cx-30-1855504.html;33 326 $;901 400 грн;Ивано-Франковск
